Cell Line,Tissue,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2,Medium Condition
NCIH2009,Lung,-0.061579535,-0.079436687,-0.023636779,,0.41844706,0.269989992,-0.596777589,0.382873173,1.210358138,0.26347767,-0.063199976,-0.437783993,-1.023962421,0.866023106,0.00803991,0.423864407,0.138917504,0.5942427,-1.502927615,0.290639306,0.122977692,-1.0647578,-0.230950335,0.202270095,0.322636531,0.624088105,0.37159251,-0.33914584,0.294104208,0.549515597,-0.773856132,-0.142920684,0.465361695,0.527988192,0.134034349,-0.906626611,0.41115098,0.039482798,-0.116658299,-0.208343205,-0.19993325,-0.535497499,DMEM-F12 wGln
NCIH1869,Lung,0.218502776,0.049663843,0.192477944,0.26297274,0.20199247,0.196672421,-0.034197068,0.027894233,-0.427312531,0.50145179,0.530390394,0.107799971,0.344322922,-0.187972136,0.277905306,-0.12004712,0.111547927,-0.273465017,,-0.155763757,-0.177623902,-0.172720882,0.315947875,-0.27415049,-0.015141953,0.089111468,0.514963989,-0.240872129,0.125635657,0.026788259,0.706510889,0.640821432,-0.399820248,-0.683301902,-0.639863058,-0.024446501,0.837302086,0.214694303,,0.220464319,0.109449647,0.089864682,RPMI
HS852T,Skin,0.085674276,0.150142275,-0.140595641,0.321943102,-0.134116845,-0.013550962,0.550877353,0.509156278,0.629985254,-0.432157129,-0.525755029,0.201395934,0.170486558,0.429781512,0.107283498,0.318778193,0.303482583,-0.005708053,,-0.451106768,1.48390597,1.93941652,1.381526308,-1.24849645,0.205416215,0.717784799,1.484024333,-1.856487686,-0.9173968,0.427940889,-2.17023007,-1.669766021,-0.627836609,1.445390057,1.807511151,0.181829244,-0.572681451,0.134946392,0.051311674,-0.000307134,-0.297836947,-1.122226138,DMEM
HCC1419,Breast,-0.029021526,0.8928049,0.721078983,1.47976356,-0.121846788,0.093814659,0.08939648,0.065379936,0.508040317,-0.193073291,0.372583195,0.698604375,0.611006433,0.636813173,-0.057365735,0.808759732,0.989066552,0.768389107,-0.18034416,0.310600115,-0.006088602,-0.091635489,-0.057800079,-0.045557112,-0.136407199,-0.190508988,-0.952389974,0.622098655,-0.678794299,-0.213781738,0.580456393,0.386019788,0.499723416,1.07214444,0.65889943,1.052385102,-0.110042614,0.125406696,0.194857827,0.449507992,-0.672727431,-0.010827121,RPMI
BT483,Breast,-0.298587231,0.53028052,-0.001176844,-1.313018859,-0.952087577,-0.378226265,-0.51141492,-0.542498555,-0.720704499,0.07431752,0.60323937,0.18541817,0.487436165,0.070342537,-0.503744719,-1.056171923,-0.316138794,-0.553443695,-2.129145323,-2.443272148,-1.643220401,-1.033452133,-1.277300902,-2.725533728,-0.271879387,0.319414931,-0.091682141,-1.684701751,-0.535755322,0.330167637,-0.746500474,0.071752859,-1.448032828,-1.618621512,-0.842334745,-0.654406023,-0.345816809,-0.120197078,-0.405993375,0.130776868,-0.762968777,0.372933142,RPMI
HS934T,Fibroblast,0.205082174,0.035984444,0.632153156,0.40800958,0.06634522,0.28891288,0.115648071,0.166534302,0.310576556,0.325934231,0.058660099,-0.090841654,-0.041696931,0.506669498,0.049441997,-0.985145951,0.60883089,-0.521699107,,0.552416132,1.619022726,1.614147048,1.133678975,-0.041768699,1.206657909,1.215394616,0.377705546,-1.470784472,-0.061261158,0.364654268,-2.678599774,-1.562720326,-0.293161656,0.436499354,0.21286412,0.121599954,0.613494707,0.237745939,,0.280667374,0.187272951,0.005274871,DMEM wGlc
HCC4006,Lung,-0.231351771,-0.664274965,0.077055296,-0.645781153,-0.471501383,-0.643651531,0.230669152,1.186927066,-0.686696674,-0.928637659,-1.171090606,-0.184935917,0.859544755,-1.067911441,0.026842057,0.250699496,-0.658430268,-0.214345083,-0.314267649,0.270771091,-0.332362307,-1.297955977,-0.725420974,0.332776835,-0.932053405,-0.179218311,0.402608083,0.473841115,0.008391715,-0.366224506,-1.247468773,-0.388553001,0.807952992,0.427570442,0.007714382,-0.364980948,-0.153376442,-0.071550459,,0.093794985,-0.485652298,-0.699208414,RPMI
HCC1428,Breast,-0.014877093,0.895661875,1.094795994,-0.315892421,-0.098344559,0.058392655,0.094460297,0.181649231,0.189246699,0.241282305,0.004142707,0.359092562,0.233145384,0.129248945,0.180525901,2.523190978,0.494369908,1.112978858,0.224153782,0.012528718,0.2292154,-0.024919853,-0.196276506,0.045557112,0.276567415,-0.027418256,-0.699381934,0.50957657,0.312123798,-0.381758806,0.462353931,0.229606566,0.827174242,0.51127451,-0.043949795,-0.028777759,0.455112536,0.222572814,0.040082259,-0.338807249,-0.005475143,-1.998358599,RPMI
KU812,Haematopoietic And Lymphoid Tissue,-0.210841327,-0.034260483,-0.05119765,-0.205492245,-0.183932303,-0.308076439,0,-0.198102495,-0.989582158,-0.424516656,0.062710658,-0.000307717,-0.056225817,-0.962898538,0.094778587,-0.361481201,-0.041792078,-0.160675895,,0.828907005,0.762286835,0.699688971,-0.323505002,0.797765318,0.645683089,0.525748052,-0.205655763,-0.213439493,-0.153194714,-0.401161675,-1.334271354,-1.287070929,0.935627788,0.164879471,-0.257487068,-0.499876611,-0.146276468,-0.139998601,,-0.058798507,-0.068490646,-0.16213308,RPMI
SHP77,Lung,-0.017847415,-0.115651324,-0.097081435,1.301694377,-0.633805749,-1.370155839,0.030559011,-0.215618316,0.009133678,0.182064578,0.476455009,0.960877607,0.883281924,0.945424141,-0.207421667,0.640183359,0.427556546,1.1918097,-1.38803334,-0.145771553,-0.551199421,-0.163121676,0.02296456,-0.266924123,-0.61208622,-0.464956115,0.16011102,0.300648053,-0.173522493,-0.489015727,0.540856294,-0.026027453,1.080569798,0.80820107,0.540045243,1.006747507,-1.609689944,-0.163891226,-4.367865567,-0.138238013,-0.054716056,0.316863957,RPMI
TE441T,Soft Tissue,-0.158995492,0.644207826,0.326836168,-0.117081904,0.336017313,0.435157237,-0.133278356,-0.410940124,0.605492342,0.046515487,0.409652806,0.33337188,-0.514663366,0.496610753,-0.120003247,0.129227176,0.375509642,0.400566346,,0.280609533,0.227409339,0.111408503,0.104577882,0.131321698,-0.087515207,0.14979316,-0.336238637,0.409454884,-0.2595146,-0.115332562,0.452913907,-0.237084713,-0.537205341,-0.028307771,0.093497465,0.276023594,-0.139946363,0.169054974,,-0.029241829,0.207739745,0.646370832,DMEM
NB1,Autonomic Ganglia,0.384824328,0.924368097,0.83700015,0.645177303,-0.41448211,-0.062155837,0.312123068,0.19577394,0.475799728,0.131556559,0.860859542,1.334261751,1.44338934,0.752602867,0.115737567,1.285494888,0.787598525,1.541814384,,0.017635813,0.611920326,1.123753774,1.122322223,-0.011094357,0.570562464,0.794241488,0.906081787,0.475039446,0.40033881,0.064288918,0.46975784,-0.128203684,1.337000557,1.351607038,1.834478013,2.009119123,0.131596956,0.441861654,,0.395611357,0.522497789,0.224144962,RPMI
PFEIFFER,Haematopoietic And Lymphoid Tissue,-1.770187603,-0.962368989,-0.659298444,-0.844832976,0.351462278,-0.165459626,-0.5729175,-0.672094604,0.326305538,0.567211896,-0.228488378,-0.70436734,-1.102125219,-0.090506062,-0.099692715,-0.116035949,-0.089014676,-0.509565409,2.431913375,0.167974205,-0.184835125,0.843060898,0.093060357,0.202797402,-0.461896925,-0.605345657,-0.451812664,-1.520352296,-1.753390181,-1.587248012,1.429095072,1.892711628,0.606130824,0.713611384,0.693647594,0.408519011,0.827732808,-0.160937093,-0.131336632,0.150195888,-0.418313035,-0.463638768,RPMI
ZR7530,Breast,0.150795376,0.99958142,0.328480404,0.632874619,-0.06566657,-0.191858846,0.28665903,-0.064293033,1.676781046,0.52259201,0.829081683,1.102948194,1.322143782,1.654067804,0.085807045,0.803610947,0.388656084,1.638288811,2.83887343,0.553715114,0.682158919,0.863094668,0.758299131,0.535116314,0.893693397,-0.405068254,0.018040653,0.102761538,0.277829964,-0.094592641,-0.498425803,-0.820111868,0.832389405,1.578192012,1.787330179,2.288016175,1.33863189,0.356255164,0.050239465,0.588139957,0.403721486,0.271837208,RPMI
HS863T,Fibroblast,-0.142454738,0.094139558,0.197713159,-0.04298104,0.556047343,-0.143969582,-0.448876248,0.04535994,0.329524588,0.184710969,-0.412275945,-0.72169316,-0.951775212,0.099052112,-0.207644316,0.260754674,0.042692066,0.55033936,,0.98825593,0.832337378,0.570003991,0.538044204,0.843525298,0.08366705,0.436861951,-0.162660756,-0.404181772,-0.347528094,-0.361650801,-0.66356199,-0.216187948,0.983533194,0.770021469,0.893178755,0.541180879,0.541001032,0.079685848,,-0.106078179,0.286137434,0.795612968,DMEM wGlc
NCIH841,Lung,-0.139209122,-0.641185416,-0.282604409,-0.074966326,-0.023725083,-0.194226445,-0.017151754,-0.085649837,0.507516905,-0.367000032,-0.20139102,-0.345826224,-0.129589783,0.223572288,-0.084073112,-0.211185722,-0.401370503,-0.125289078,,0.28389776,0.122015346,-0.154607579,0.157306153,0.544044092,-0.24687047,-0.455785588,-0.410863307,0.0401981,-0.260780416,-0.513304741,0.08688453,-0.133718284,0.676134201,0.430609101,0.272383369,0.647386944,-0.207750079,-0.229242852,,-0.309719368,-0.186505373,0.27783705,RPMI
NCIH1944,Lung,0.082840413,0.61637438,-0.099202673,-0.179953226,-0.296909887,-0.283190232,-0.492943896,0.859804498,-0.146717257,0.569897143,0.409983774,0.169208259,0.51989031,0.411235857,-0.251542571,0.099974628,-0.857264608,0.404931053,,-1.346255812,-2.126712777,-2.339208966,0.112435505,-0.51412177,-1.116571961,0.02440614,0.630646909,0.06952442,0.351348463,0.44152093,0.574853812,0.514086083,-1.61871149,-1.907645171,-1.08544075,-0.969565687,-0.123401283,0.166554198,-0.116161616,-0.100754337,0.025362131,0.227001924,RPMI
NCIH2405,Lung,-0.238851887,0.099957661,0.035966518,-0.402817531,-0.164057439,0.178374976,0.03593638,0.456077714,-0.419665897,-0.730330274,-1.029084788,-0.923382084,-0.648265934,-0.275475053,-0.042557871,-0.167767234,-0.453754013,-0.17155696,,-0.293944785,-0.292047126,-0.243516264,-0.440768541,0.116765094,-0.184564258,-0.276010306,-0.410851003,-0.058843584,-0.172700352,-0.10647077,-0.580746259,-0.20291473,-0.276835016,-0.27690488,-0.098463025,0.022484257,0.772618474,-0.108173865,,-0.094672741,-0.100771048,0.064286739,RPMI
DEL,Haematopoietic And Lymphoid Tissue,-0.367927836,0.19167573,0.909953453,0.666641004,0.125687232,-0.235907473,-0.356579318,0.312800249,1.276009103,0.569688726,0.484339346,-0.220841779,0.843275761,1.416646577,0.03904999,-0.546622186,0.386180228,0.203285101,1.722783055,0.741902125,-0.370928718,-0.497394813,-0.050332795,0.832798083,-0.089697227,0.210430762,0.245148212,0.206480705,0.392554837,0.143491672,0.514430873,0.598549776,-1.286993079,-0.401422954,-1.014428504,-0.39460525,0.987224131,0.28985724,0.010979435,0.5021794,0.420326579,0.166947382,RPMI
BEN,Lung,-0.915346884,0.944903656,-0.081640105,,-0.341935334,-0.079226935,-0.061388801,-0.689418791,0.480041827,-0.131114727,0.766263023,0.603915832,0.262109085,0.590660918,-0.669364437,0.483699794,1.234178876,1.669377181,-0.560601194,-1.247796624,0.500878,0.477603325,0.201697041,-1.361179208,0.568031964,1.314945813,0.531405167,-1.605781799,0.165732822,-0.140069511,-0.993765538,-0.675571692,1.076223418,1.527332675,0.829180252,0.321080795,-0.61178093,-0.127157761,0.007811363,-0.202005183,0.274833472,0.292447803,DMEM
COLO320,Large Intestine,0.139107082,0.316672097,0.325247384,0.27491733,-0.437969749,-0.137534141,0.291380873,0.128566785,-0.159460257,-0.356594703,0.034241129,0.434144225,0.501754867,-0.018250911,-0.02155273,0.863126577,0.359167265,0.727496895,1.025943635,-7.41E-05,0.93270353,1.122051787,0.925938615,0.149775041,0.627979919,0.909917323,0.080119013,0.126404338,0.130481902,-0.344670484,-0.123573724,-0.775178405,1.010579185,1.588756886,1.725631586,1.266575885,-1.089658076,0.10990688,0.180911244,0.135977628,-0.128435824,-0.506610856,RPMI
RPMI8402,Haematopoietic And Lymphoid Tissue,-0.163643426,0.175841441,0.359320105,0.257017684,-0.028786496,-0.424231726,-0.172551143,-0.779210136,-0.520015242,0.572230166,0.275037786,0.439970545,-0.03838161,-0.249890897,-0.130356019,0.117296476,0.168756303,0.010538517,1.285167134,0.1651919,1.169025103,2.27537661,0.101562251,-1.096117608,0.448288054,1.224591993,-0.452679383,-2.135812413,-0.888906879,0.82560144,-1.901593243,-1.565461656,0.269940297,1.556342099,1.147845781,0.685386525,-0.053398105,-0.015368206,0.223514846,0.000307134,-0.324920328,-0.383916137,RPMI
SUDHL1,Haematopoietic And Lymphoid Tissue,-0.000790036,-0.602166236,0.119433926,0.579105165,0.520152031,-0.427711041,-1.598028537,-0.771013549,1.578009388,1.504156801,0.73371941,-0.522046143,-0.86892688,2.588715711,-0.728415111,-0.399114329,1.087975452,0.822435627,-0.978678096,0.366773092,-0.439725337,-0.813168364,-0.48028315,0.024999145,0.009539876,-0.1183786,-0.218238576,0.36067975,0.497366787,0.06704307,0.630126452,0.473244658,0.382358121,-0.042604245,-0.455436865,-0.644214717,-0.021577703,-0.026735773,-0.710282968,0.117238445,-0.571027784,-1.225007451,RPMI
P12ICHIKAWA,Haematopoietic And Lymphoid Tissue,-0.315639442,-0.062013573,0.639095771,-0.381634524,-0.545389989,-0.593518091,-0.52605016,-0.928267762,-0.245678511,0.384960078,0.034301996,0.094448052,-0.079702757,0.102558264,-0.640404082,-0.135215604,-0.068954244,0.361607925,,-0.63842048,-0.376176816,0.06434244,0.745479004,-0.414053246,-0.942472757,-1.397958772,-0.295024702,0.111702644,-0.626380711,-0.556981492,0.498876061,0.362497772,-0.1783725,-0.226340478,0.303968213,0.461578612,-1.410505421,-0.498484284,,-0.417722396,-0.28351082,0.264748808,RPMI
BFTC909,Kidney,0.209435436,0.183865012,0.154793373,0.130598624,0.565982546,0.210056741,0.009070899,0.01323389,1.107277417,0.097266177,-0.068265205,-0.361670333,-0.36993755,0.699038563,0.068772311,0.103527989,-0.008056857,0.082086962,-3.855788839,1.109348639,0.467151791,-0.332874966,-0.254328877,0.713995382,0.23045152,0.405154953,-0.372382868,0.237586903,0.186411986,-0.224188146,-0.449203386,-0.154947626,0.775580375,0.946141537,0.855310953,0.321314802,-0.369044918,0.112303812,-0.173938227,-0.037670856,0.333375745,0.85607065,DMEM
MHHES1,Bone,-0.197033002,0.609160263,0.452985802,0.346087868,-0.33438385,-0.15657263,-0.350545786,-0.646116843,0.153374093,0.540787225,0.825982914,0.58547223,0.240538574,1.288274752,-0.315487853,0.815741276,0.374557241,1.368885534,-1.421760234,0.412984468,0.336178875,0.927960675,0.610840283,0.454268637,0.243646491,0.480775607,-0.572698209,0.392027078,-0.425351987,-0.858273184,-0.53053635,-1.145527068,1.817757429,1.319470602,1.880068888,1.619469897,0.021673047,-0.146119112,0,-0.034281129,-0.374469584,-0.771929603,RPMI
JVM3,Haematopoietic And Lymphoid Tissue,0,0.115572231,0.263866419,0.343794176,0.006547567,-0.02268808,-0.164702426,-0.861113953,0.31792776,0.566201555,0.636654285,0.682438761,-0.14566089,1.171441669,-0.208757411,0.526098494,0.146757833,1.038275246,,-0.543149906,0.180912857,0.313200583,0.136813805,-0.556575518,0.095571233,0.698866582,0.159603159,0.273037544,7.92E-06,0.08274318,0.676600048,-0.042918992,0.94757224,0.317075994,0.957450787,0.541296186,-1.020455045,-0.122211905,,-0.056370895,-0.483376574,-0.537478684,RPMI
NOMO1,Haematopoietic And Lymphoid Tissue,-0.446647244,-0.33346813,-0.106971052,-0.408438821,-0.35262134,-0.467393335,-0.310195761,-1.170355501,0.023728868,-0.347931054,-0.22993809,0.239214055,-0.403452505,-0.202364778,-0.545009029,-0.39435543,0.30853686,0.082173842,0.146587037,-0.294121208,0.008342083,-0.127046518,-0.082692577,0.479390649,0.610506973,0.890567629,0.210994377,0.915889609,0.445866266,-0.000904383,-0.724606757,-0.751446845,0.613784087,0.450730926,0.28566385,1.565566851,-0.252769206,0.151632297,1.219432527,0.240497117,-0.160659793,-0.692195974,RPMI
NCIH727,Lung,0.052897163,0.41827325,0.318560977,0.126828443,0.385997141,0.535612757,0.085574914,-0.820485646,0.883560178,0.180912592,0.343144455,0.027801753,-0.272042842,0.787657101,-0.06915077,0.206054296,0.484327556,0.065127873,,-0.808819623,-0.813845272,-0.671100327,-0.575059992,-0.644191866,-0.473636798,-0.940312326,0.131356997,0.145980718,0.194115005,0.246930267,0.715602243,1.17286532,-0.438629323,-0.545621545,-0.659958591,-0.788342005,-1.985855826,-0.041716686,,-0.037037188,0.416487343,0.889837329,RPMI
HCC2935,Lung,0.035184715,0.377521054,0.079936192,0.268652325,-0.229139063,-0.097984828,-0.012992243,0.486500013,-0.763219263,0.201026301,0.353372725,0.224469446,0.49388386,-0.154578274,0.164155009,0.997942325,-0.445349329,0.704595702,1.576227171,0.351868252,-0.983837236,-1.16096052,-0.98619505,0.348177853,-0.778218908,-0.649127921,-0.399991082,0.560768763,-0.064354457,0.032937253,0.158891576,0.562843366,0.069147243,0.003622024,-0.041211986,-0.298137182,0.516063473,0.107695696,-0.252020805,0.120526751,0.037318194,-0.692640431,RPMI
MKN45,Stomach,0.022061953,-0.451899369,-0.616438421,,-0.184131437,0.22871497,0.373078227,0.320927238,-1.182815415,-0.771676577,-0.450219461,-0.179361484,-0.114753569,-1.507934944,0.092284317,-1.202054866,-0.415568976,-1.662194203,0.613261733,-0.299334291,-1.000978674,-1.049453261,-0.665371416,0.28497799,-0.308001975,-0.537081505,0.1090672,0.256789762,0.012477643,0.357674093,-0.750633486,0.084990237,-1.564575777,-1.53631113,-1.580179236,-1.278058464,-0.710403876,-0.056088854,-0.080053357,0.121672107,0.443163822,1.304289602,RPMI
8505C,Thyroid,-0.305748527,-0.071837835,0.275760177,-0.344829497,0.001052873,-0.294092059,-0.046744005,-0.048018523,0.770959406,-0.281265828,-0.452949229,-0.660722537,-1.262558161,0.479669729,-0.292510642,-0.08459306,-0.319041277,0.422118899,,0.797138486,0.099811875,0.430545959,0.221947993,0.544767858,-0.097899952,-0.019090128,-0.306227129,-0.359144818,-0.258185155,-0.396258334,-0.925693363,-0.607602169,0.01195634,0.208664354,0.866210361,1.051264468,0.116809923,-0.363390303,,-0.273403552,-0.398464029,-0.533720534,EMEM
KCL22,Haematopoietic And Lymphoid Tissue,0.133721028,0.310977806,0.885526799,0.534559213,-0.496774835,-0.288629945,0.015449522,0.034599037,-0.734276879,0.468774085,0.328151745,0.754286342,1.093750744,0.104020951,-0.192096358,-0.029992709,0.931374615,0.625394459,-0.127599285,-0.193099036,-0.676770599,0.25685498,-0.476430991,0.028200803,-0.23986912,-0.858807349,0.078547766,0.715063746,-0.138146646,-0.48539282,0.776176364,0.188898371,0.239734442,-0.121095637,-0.657825736,0.106793897,-0.765279317,0.055040281,-0.346450728,0.024671546,0.230630606,0.127556551,RPMI
CADOES1,Bone,-0.147057313,-0.030226684,-0.206290268,-0.008829722,-0.107776471,-0.101523767,-0.105797987,-0.087266724,-0.09571539,-0.59061584,-0.12446513,0.113919707,0.200218165,0.487804122,-0.16907328,-0.306675939,0.531323995,0.511848277,3.262106081,-1.047456493,-0.541306706,-0.470238143,-0.434602698,-0.150271287,-1.12014704,0.162937883,0.159568132,0.140200672,-0.061606856,-0.645922781,0.092602433,0.482487102,0.082471506,-0.415522792,-0.577878481,-0.073143935,-0.257856276,0.057412666,-0.089678791,-0.193591018,-0.149912923,-0.422153946,RPMI
S117,Thyroid,-0.189029378,-0.19862933,-0.258817201,-0.104264337,0.004141991,-0.33393892,-0.601431023,-0.527193963,0.879910626,0.271631057,0.114011872,-0.193177698,0.14599148,0.868364151,-0.102238394,0.4339621,0.202669224,0.782893229,,0.142500488,0.41772701,1.033985756,0.302457629,-0.128075596,0.212304254,0.639575939,0.102913312,-0.507155082,-0.25555082,0.126050661,-0.710660258,-0.641868405,0.212710879,1.019106654,1.194733157,0.464895315,-0.213412127,-0.105887287,,-0.142596973,-0.178238573,-0.171783542,RPMI
EM2,Haematopoietic And Lymphoid Tissue,-0.068969856,-1.247137331,-0.757871609,0.558735798,-0.417055449,-0.36224326,0.392185217,-1.027979004,-0.633899581,0.307629825,0.779224801,0.561240358,0.229542497,-0.07509059,-0.50448013,-0.48265063,0.465427138,-1.392541051,-2.944255063,0.404804501,0.181961945,-0.014366143,-0.385685801,0.820027386,0.33859948,0.727030961,0.929444674,0.951044189,0.613955804,0.376816439,0.871711997,0.345119974,1.931936643,1.300601326,0.418556067,0.324034301,-0.699049044,0.459164931,,0.016140973,0.387622165,0.886891032,RPMI
OPM2,Haematopoietic And Lymphoid Tissue,-0.118379882,-0.052583728,0.26694343,0.090029165,-0.378706935,-0.502452327,0.470521819,0.865351984,-0.976041195,-0.101659536,-0.265131309,-0.053597624,1.044911013,-1.225885017,0.126973645,0.187844372,-0.060908545,-0.372777983,-0.822486288,-1.084212171,0.148834889,0.82790506,-0.198766998,-1.912308586,0.493517969,1.428252661,0.110655857,-2.611707024,0.354683406,1.742676664,-1.768386014,-0.048846433,-0.885277559,-1.030941605,-0.543888202,0.94663888,-0.644236962,0.135577401,0.018214503,0.126162854,0.421419168,0.014735228,RPMI
CAL62,Thyroid,0,-0.793097375,-0.438243049,-2.967520766,0.177648924,-0.111580123,-0.166161018,-0.493203605,-0.005567628,0.00027778,0.177172583,0.294393965,-0.612882523,-0.130640763,-0.032485069,-1.77920168,0.903470816,-0.879371588,4.091335058,0.554596409,0.61619596,0.18681122,-0.41242122,0.125246305,0.496877626,0.262184741,-0.343956168,0.258976094,-0.154814296,-0.131606813,0.011360028,-0.492950679,-1.127457339,-0.608228893,-0.971167203,-1.683430063,-0.096552463,-0.15806211,0.022970309,0.020508074,-0.562245474,-0.442705206,DMEM
